date,season,club,opponent,competition,competitionType,venue,minute,addedTimeMinute,scoreAfterGoal,teamResult,goalType,bodyPart,penalty,freeKick,assist,assistType,sourceId,sourceUrl,sourceName,sourcePublishedAt,verified,verificationNotes,matchId
2021-01-09,2020/21,Borussia Dortmund,RB Leipzig,Bundesliga,League,Away,71,,0-2,W,Header,Head,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-leipzig-2021-01-09
2021-01-09,2020/21,Borussia Dortmund,RB Leipzig,Bundesliga,League,Away,84,,0-3,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-leipzig-2021-01-09
2021-01-22,2020/21,Borussia Dortmund,Borussia Mönchengladbach,Bundesliga,League,Away,22,,1-1,L,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-gladbach-2021-01-22
2021-01-22,2020/21,Borussia Dortmund,Borussia Mönchengladbach,Bundesliga,League,Away,28,,1-2,L,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-gladbach-2021-01-22
2021-02-02,2020/21,Borussia Dortmund,SC Paderborn 07,DFB-Pokal,Domestic Cup,Home,95,,3-2,W,,,false,false,,,transfermarkt-haaland-all-goals,https://datencenter.dfb.de/en/data-center/dfb-pokal/2020-21/round-of-sixteen/2321826,DFB Data Center,,true,"Scored in extra time.",dortmund-paderborn-2021-02-02
2021-02-13,2020/21,Borussia Dortmund,TSG Hoffenheim,Bundesliga,League,Home,81,,2-2,D,,,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-hoffenheim-2021-02-13
2021-02-17,2020/21,Borussia Dortmund,Sevilla FC,UEFA Champions League,Continental,Away,27,,1-2,W,,,false,false,Jadon Sancho,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-sevilla-2021-02-17
2021-02-17,2020/21,Borussia Dortmund,Sevilla FC,UEFA Champions League,Continental,Away,43,,1-3,W,,,false,false,Marco Reus,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-sevilla-2021-02-17
2021-02-20,2020/21,Borussia Dortmund,Schalke 04,Bundesliga,League,Away,45,,0-2,W,,,false,false,,,transfermarkt-haaland-all-goals,https://datencenter.dfb.de/en/data-center/bundesliga/18356/22/2315206,DFB Data Center,,true,,dortmund-schalke-2021-02-20
2021-02-20,2020/21,Borussia Dortmund,Schalke 04,Bundesliga,League,Away,79,,0-4,W,,,false,false,,,transfermarkt-haaland-all-goals,https://datencenter.dfb.de/en/data-center/bundesliga/18356/22/2315206,DFB Data Center,,true,,dortmund-schalke-2021-02-20
2021-03-06,2020/21,Borussia Dortmund,Bayern Munich,Bundesliga,League,Away,2,,0-1,L,,,false,false,Thomas Delaney,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-bayern-2021-03-06
2021-03-06,2020/21,Borussia Dortmund,Bayern Munich,Bundesliga,League,Away,9,,0-2,L,,,false,false,Thorgan Hazard,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-bayern-2021-03-06
2021-03-09,2020/21,Borussia Dortmund,Sevilla FC,UEFA Champions League,Continental,Home,35,,1-0,D,,,false,false,Marco Reus,,transfermarkt-haaland-all-goals,https://datencenter.dfb.de/en/data-center/champions-league/18385/round-of-sixteen/2321618,DFB Data Center,,true,,dortmund-sevilla-2021-03-09
2021-03-09,2020/21,Borussia Dortmund,Sevilla FC,UEFA Champions League,Continental,Home,54,,2-0,D,Penalty,,true,false,,,transfermarkt-haaland-all-goals,https://datencenter.dfb.de/en/data-center/champions-league/18385/round-of-sixteen/2321618,DFB Data Center,,true,,dortmund-sevilla-2021-03-09
2021-03-20,2020/21,Borussia Dortmund,1. FC Köln,Bundesliga,League,Away,3,,0-1,D,,,false,false,Emre Can,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-koln-2021-03-20
2021-03-20,2020/21,Borussia Dortmund,1. FC Köln,Bundesliga,League,Away,90,,2-2,D,,,false,false,Ansgar Knauff,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-koln-2021-03-20
