date,season,club,opponent,competition,competitionType,venue,minute,addedTimeMinute,scoreAfterGoal,teamResult,goalType,bodyPart,penalty,freeKick,assist,assistType,sourceId,sourceUrl,sourceName,sourcePublishedAt,verified,verificationNotes,matchId
2020-01-18,2019/20,Borussia Dortmund,FC Augsburg,Bundesliga,League,Away,59,,3-2,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-augsburg-2020-01-18
2020-01-18,2019/20,Borussia Dortmund,FC Augsburg,Bundesliga,League,Away,70,,3-4,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-augsburg-2020-01-18
2020-01-18,2019/20,Borussia Dortmund,FC Augsburg,Bundesliga,League,Away,79,,3-5,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-augsburg-2020-01-18
2020-01-24,2019/20,Borussia Dortmund,1. FC Köln,Bundesliga,League,Home,77,,4-1,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-koln-2020-01-24
2020-01-24,2019/20,Borussia Dortmund,1. FC Köln,Bundesliga,League,Home,87,,5-1,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-koln-2020-01-24
2020-02-01,2019/20,Borussia Dortmund,Union Berlin,Bundesliga,League,Home,18,,2-0,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-union-2020-02-01
2020-02-01,2019/20,Borussia Dortmund,Union Berlin,Bundesliga,League,Home,76,,5-0,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-union-2020-02-01
2020-02-04,2019/20,Borussia Dortmund,Werder Bremen,DFB-Pokal,Domestic Cup,Away,67,,2-1,L,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-bremen-cup-2020-02-04
2020-02-14,2019/20,Borussia Dortmund,Eintracht Frankfurt,Bundesliga,League,Home,54,,3-0,W,Open Play,Right Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-frankfurt-2020-02-14
2020-02-18,2019/20,Borussia Dortmund,Paris Saint-Germain,UEFA Champions League,Continental,Home,69,,1-0,W,Open Play,Right Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-psg-2020-02-18
2020-02-18,2019/20,Borussia Dortmund,Paris Saint-Germain,UEFA Champions League,Continental,Home,77,,2-1,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-psg-2020-02-18
2020-02-22,2019/20,Borussia Dortmund,Werder Bremen,Bundesliga,League,Away,66,,0-2,W,Open Play,Right Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-bremen-2020-02-22
2020-05-16,2019/20,Borussia Dortmund,Schalke 04,Bundesliga,League,Home,29,,1-0,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-schalke-2020-05-16
2020-06-13,2019/20,Borussia Dortmund,Fortuna Düsseldorf,Bundesliga,League,Away,90,5,0-1,W,Header,Head,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-dusseldorf-2020-06-13
2020-06-20,2019/20,Borussia Dortmund,RB Leipzig,Bundesliga,League,Away,30,,0-1,W,Open Play,Left Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-leipzig-2020-06-20
2020-06-20,2019/20,Borussia Dortmund,RB Leipzig,Bundesliga,League,Away,90,3,0-2,W,Open Play,Right Foot,false,false,,,transfermarkt-haaland-all-goals,https://www.transfermarkt.com/erling-haaland/alletore/spieler/418560/,Transfermarkt,,true,,dortmund-leipzig-2020-06-20
